,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
3963,626092,Geronimo,Leoncavallo,Experience with quality assurance and control processes, Branding and Advertising,2022-09-01 15:47:03,1997-03-24 14:16:01,Master of Nursing (MN),2019-09-22 18:21:44,,
3964,394256,Roman,Tasca,Strong research and information-gathering skills, Information Security,2018-01-07 02:05:20,1994-03-22 22:08:47,Certificate in Medical Assisting,2021-11-15 10:57:24,,
3965,618615,Nico,Raimondi,Creative thinking and innovation, Tax,2016-09-21 08:05:03,1997-08-07 11:35:04,,,,
3966,899518,Alfredo,Prada,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Legal,2015-01-26 20:36:27,2001-01-16 03:35:20,,,,
3967,934306,Valerio,Roth,Ability to manage cross-functional projects, Information Security,2017-03-12 07:13:25,1994-08-20 08:57:23,Certificate in Graphic Design,2017-05-23 19:21:50,,
3968,49135,Pompeo,Garzoni,Experience with ERP systems and implementation, Cloud Services,2016-06-20 17:21:06,1995-10-13 18:03:47,,,,
3969,232248,Ignazio,Ovadia,Strong understanding of IT security and risk management, Corporate Training,2020-12-30 18:28:15,2000-09-03 13:43:57,Certificate in Automotive Technology,2023-01-05 08:06:07,,
3970,938094,Piero,Gargallo,"Strong understanding of IT service management frameworks (e.g., ITIL)", Inventory Management,2019-07-01 13:18:12,1999-06-24 08:21:07,,,,
3971,460747,Telemaco,Balbi,Knowledge of employee performance evaluation techniques, Compensation and Benefits,2022-04-14 14:15:07,1996-03-08 05:53:06,Associate of Business Administration (ABA),2019-04-05 01:40:11,,
3972,928283,Paride,Mascheroni,Knowledge of human resources policies and procedures, Talent Acquisition,2019-04-24 19:50:08,1995-12-29 00:47:39,,,,
3973,631715,Ernesto,Nadi,Ability to develop and implement diversity and inclusion initiatives, Supplier Relations,2015-12-28 10:11:25,2001-06-07 09:39:55,Associate of Science (AS),2022-04-18 11:07:12,,
3974,912422,Eva,Ruberto,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Facilities Management,2020-06-11 00:03:28,1994-11-26 08:07:30,Associate of Education (AEd),2021-10-25 11:23:40,,
3975,481673,Elladio,Ciani,Knowledge of industry-specific software or tools, Talent Management,2019-10-09 18:04:18,1995-11-13 06:49:02,Certificate in Culinary Arts,2019-02-14 11:02:00,Biology,2023-11-06 06:49:02.049638
3976,238418,Mirko,Vendetti,Experience with process mapping and workflow analysis, Quality Assurance,2021-04-15 13:12:10,2002-02-16 01:06:42,,,,
3977,274221,Gianmarco,Zamengo,Knowledge of marketing strategies and techniques, Network Operations,2015-07-17 02:42:46,1996-02-15 21:39:18,,,,
3978,584666,Antonino,Loredan,Knowledge of lean manufacturing principles, Media Relations,2016-12-03 10:01:10,1993-08-12 07:44:30,,,,
3979,606104,Paolo,Prati,Ability to develop and deliver effective presentations, E-commerce,2019-05-29 20:23:25,1997-11-28 10:52:51,,,,
3980,855874,Elladio,Villarosa,Ability to develop and deliver effective presentations, Inventory Management,2023-02-25 11:01:42,1993-09-06 16:03:09,,,,
3981,917104,Raimondo,Casellati,Strong understanding of data visualization techniques, Design,2016-09-22 03:39:15,2001-11-29 15:24:41,Certificate in Culinary Arts,2023-06-07 14:24:35,,
3982,762888,Arsenio,Mannoia,Analytical and critical thinking skills, Health and Safety,2017-10-01 14:24:13,2000-05-10 23:09:25,,,,
3983,261573,Ippazio,Comolli,Experience with risk assessment and management, Project Management,2018-01-29 11:32:38,1997-10-06 01:47:15,,,,
3984,412445,Griselda,Garzoni,Ability to manage and resolve conflicts, Data Management,2018-10-02 22:35:53,1996-09-04 05:50:41,Bachelor of Engineering (BE),2017-06-10 04:51:51,Chemistry,2024-08-28 05:50:41.075216
3985,836765,Matilda,Villadicani,Knowledge of international business regulations and practices, Supplier Relations,2017-02-04 11:38:41,1999-09-21 05:35:34,,,,
3986,65244,Paolo,Mozart,Ability to develop and execute social media strategies, Content Creation,2020-06-15 13:05:21,1998-08-24 08:45:23,,,,
3987,781625,Priscilla,Morandi,Ability to work independently, Intellectual Property,2017-11-06 20:01:29,1995-03-02 17:11:01,Bachelor of Computer Science (BCS),2018-06-14 14:58:50,History,2023-03-21 22:04:20.000000
3988,381466,Mariana,Garobbio,Project management skills, Corporate Strategy,2016-09-21 01:57:46,1997-02-16 18:26:57,Bachelor of Nursing (BN),2022-04-05 07:43:50,Education,2025-02-09 18:26:57.760032
3989,850956,Liana,Marangoni,Strong understanding of organizational development principles, Graphic Design,2019-02-07 02:54:43,1999-09-04 10:30:12,,,,
3990,455253,Romolo,Agnesi,Ability to work in a fast-paced environment, E-commerce,2018-05-20 21:28:13,2000-01-04 10:23:41,Master of Fine Arts (MFA),2021-10-25 19:03:16,Neuroscience,2027-12-28 10:23:41.700020
3991,730983,Barbara,Trussardi,Knowledge of talent management and succession planning, User Experience,2017-07-22 00:08:49,2002-05-05 06:05:37,,,,
3992,81097,Rosario,Sgalambro,Strong research and information-gathering skills, Product Support,2021-12-25 05:23:54,1994-08-01 16:37:59,,,,
3993,281205,Vittorio,Novaro,Ability to meet deadlines, Logistics,2020-10-23 16:40:35,1997-08-08 04:27:07,Diploma in Hospitality Management,2021-11-02 22:24:03,,
3994,743055,Alfio,Respighi,Experience with budget management, Manufacturing Engineering,2023-06-15 11:46:45,1997-03-19 10:20:56,,,,
3995,652637,Gianna,Bossi,Ability to work independently, Incident Response,2021-11-06 04:32:46,1999-10-12 17:04:06,Doctor of Law (JD),2019-10-08 04:08:54,,
3996,290518,Raffaella,Gaito,Ability to conduct market segmentation and targeting, Manufacturing Engineering,2018-12-20 17:07:03,1999-08-20 06:50:01,Certificate in Accounting,2021-02-01 21:52:47,,
3997,834530,Virgilio,Pagnotto,Strong understanding of change management principles, Data Analytics,2016-05-06 08:56:47,2001-08-10 20:49:59,,,,
3998,482731,Gioffre,Pertini,Leadership qualities, Corporate Training,2020-01-16 16:16:24,1994-08-11 04:44:45,Master of Business Administration (MBA),2020-09-05 04:45:43,,
3999,201997,Greco,Donarelli,Strong project coordination and scheduling skills, Design,2019-03-10 19:06:15,1996-05-19 08:37:55,Diploma in Fashion Design,2020-02-13 04:06:01,Philosophy,2024-05-12 08:37:55.050876
4000,721269,Benito,Marsili,Ability to conduct competitive intelligence and analysis, Sustainability,2020-09-05 13:16:03,2001-08-06 18:03:58,,,,
4001,617017,Mariano,Pasolini,Bachelor's degree in a relevant field, Facilities Management,2022-11-25 13:41:08,1998-05-08 01:40:56,Bachelor of Computer Science (BCS),2021-03-26 15:18:36,,
4002,948333,Ramona,Ossola,Ability to manage product launches and releases, Health and Safety,2017-12-14 18:35:12,1995-07-09 20:51:25,,,,
4003,120703,Raffaello,Pirandello,Ability to manage and resolve conflicts, Communications,2015-01-11 17:36:55,1996-11-02 15:02:56,Diploma in Electrical Engineering,2019-06-15 23:57:23,Mathematics,2024-10-26 15:02:56.516928
4004,794039,Leopoldo,Bruscantini,Experience with process improvement and optimization, Legal,2022-05-16 00:44:58,1994-04-30 13:53:23,,,,
4005,252709,Maurizio,Dossetti,Knowledge of talent management and succession planning, Product Development,2021-02-23 20:42:56,1999-02-03 02:43:51,,,,
4006,745032,Stefania,Rossini,Experience with risk assessment and mitigation strategies, Compliance,2019-08-18 02:51:18,2000-12-08 03:07:17,,,,
4007,727739,Matteo,Comisso,Knowledge of human resources policies and procedures, Regulatory Affairs,2022-02-07 21:20:20,2000-11-30 17:50:45,Associate of Arts (AA),2021-06-21 17:37:43,,
4008,20694,Romolo,Staglieno,Knowledge of marketing strategies and techniques, Research and Innovation,2016-09-12 21:36:57,1996-11-17 05:32:41,,,,
4009,86303,Gianpaolo,Necci,Ability to work under pressure, E-commerce,2015-09-27 06:04:38,1996-04-29 11:33:38,Bachelor of Arts (BA),2019-09-20 04:19:18,,
4010,333046,Gionata,Jovinelli,Strong understanding of software testing methodologies, Training and Education,2019-02-17 11:21:51,2000-02-17 20:52:53,,,,
4011,182996,Fabia,Broggini,Knowledge of talent acquisition and recruitment strategies, Supply Chain,2016-02-11 02:52:50,1997-03-12 20:44:36,,,,
4012,224579,Piergiuseppe,Manacorda,Ability to interpret and analyze financial statements, Human Resources,2019-01-05 10:44:49,1999-04-28 04:11:44,Certificate in Web Development,2022-04-11 22:27:17,,
4013,910416,Biagio,Zabarella,Ability to work in a fast-paced environment, Talent Acquisition,2018-06-22 19:30:48,1995-04-01 18:34:20,,,,
4014,236651,Luchino,Ossani,"Strong understanding of data privacy regulations (e.g., GDPR)", Online Community Management,2022-12-17 12:52:11,1998-09-19 14:59:44,,,,
4015,677674,Concetta,Ricciardi,Experience with customer relationship management (CRM) systems, Marketing,2015-11-08 00:10:57,1999-08-26 19:46:43,Associate of Nursing (AN),2020-05-23 04:11:32,,
4016,582298,Pomponio,Taccola,Experience with risk assessment and management, Project Management,2017-11-07 17:35:55,2001-10-20 04:31:13,,,,
4017,462453,Calcedonio,Ricolfi,Ability to develop and implement training programs, Project Management,2021-07-29 19:55:26,1997-08-10 05:44:22,Diploma in Business Administration,2019-09-06 00:14:40,,
4018,175654,Bianca,Tamburello,Knowledge of employee performance evaluation techniques, Product Support,2015-05-26 10:46:56,2002-11-08 01:34:44,Certificate in Digital Marketing,2023-05-18 21:32:50,,
4019,40728,Lando,Montanari,Ability to conduct competitive intelligence and analysis, Corporate Development,2019-03-06 07:10:21,1996-10-12 21:43:46,Diploma in Electrical Engineering,2022-07-01 10:10:29,,
4020,108974,Matteo,Chittolini,Proficient in Microsoft Office Suite, Software Testing,2023-01-11 06:42:25,1994-10-01 17:18:07,Certificate in Automotive Technology,2023-03-29 07:01:05,,
4021,496551,Ottone,Montecchi,Knowledge of software development methodologies, Intellectual Property,2018-09-14 13:49:20,1996-05-05 10:49:43,,,,
4022,282150,Daria,Spinelli,Knowledge of supply chain management principles, Market Forecasting,2018-04-19 14:50:11,1996-07-07 18:28:29,,,,
4023,770896,Mariano,Schiaparelli,Experience with content management systems (CMS), Network Operations,2022-03-29 17:13:09,2000-07-07 07:25:34,Doctor of Medicine (MD),2022-09-18 17:05:49,,
4024,529943,Fabrizia,Antonini,Proactive and self-motivated, Training and Education,2017-09-13 04:08:23,2000-11-04 06:53:51,,,,
4025,514406,Riccardo,Bataglia,Ability to develop and implement strategic plans, Network Operations,2020-04-10 01:00:31,1999-12-07 00:59:16,Certificate in Graphic Design,2023-01-04 07:50:14,,
4026,527896,Graziella,Pontecorvo,Proactive and self-motivated, Business Intelligence,2022-04-18 19:54:49,1996-08-30 12:15:24,Diploma in Business Administration,2017-07-04 18:04:21,,
4027,424547,Antonietta,Pisano,Creative thinking and innovation, Online Community Management,2016-01-28 12:25:31,1994-05-27 02:18:48,Doctor of Law (JD),2022-11-12 11:12:22,,
4028,218536,Fiorino,Marconi,Ability to meet deadlines, Communications,2018-02-11 14:12:54,1997-08-16 06:30:38,Diploma in Fashion Design,2018-02-20 00:05:18,,
4029,476821,Silvestro,Fantoni,Ability to work under pressure, Artificial Intelligence,2017-05-11 01:45:16,2002-02-13 23:59:22,Doctor of Pharmacy (PharmD),2022-04-02 16:49:26,,
4030,717477,Veronica,Finzi,Ability to conduct market research and analysis, Innovation,2020-06-22 02:18:23,1994-02-21 03:33:55,Associate of Nursing (AN),2021-04-22 06:59:06,Philosophy,2023-05-15 15:47:18.000000
4031,445348,Gianfranco,Ricci,Leadership qualities, Legal,2016-08-09 02:57:23,1997-07-09 14:36:13,Certificate in Digital Marketing,2019-04-17 06:16:47,Computer Science,2025-07-02 14:36:13.718650
4032,740328,Alessandro,Ficino,Proactive and self-motivated, Artificial Intelligence,2022-05-04 06:41:18,1999-08-03 16:58:12,Bachelor of Social Work (BSW),2022-01-04 00:37:53,,
4033,973133,Antonello,Zetticci,Experience with data governance and compliance frameworks, Design,2018-01-05 14:47:51,1999-10-21 08:20:14,,,,
4034,346880,Carlo,Morandini,Knowledge of talent management and succession planning, Corporate Training,2017-04-23 14:31:12,2001-08-30 05:33:15,Bachelor of Business Administration (BBA),2023-03-01 12:54:50,,
4035,573508,Francesca,Borrani,Strong sales and negotiation skills, Claims and Insurance,2017-02-01 22:07:54,1999-04-29 15:27:05,,,,
4036,436981,Laureano,Trebbi,Knowledge of agile software development methodologies, Market Expansion,2017-04-13 13:56:02,1997-01-05 21:38:48,,,,
4037,735051,Marisa,Finzi,Knowledge of regulatory compliance and reporting, Talent Acquisition,2019-07-04 17:34:19,1998-05-22 23:16:22,,,,
4038,646722,Melissa,Turci,Experience with risk assessment and management, Market Research,2021-01-04 17:56:23,1997-02-17 03:09:24,,,,
4039,231473,Giovanna,Cortese,Ability to meet deadlines, Manufacturing Engineering,2019-10-09 22:13:47,1999-10-30 06:02:55,Diploma in Early Childhood Education,2022-10-10 11:33:44,,
4040,906821,Beppe,Trincavelli,Proactive and self-motivated, Event Management,2022-01-22 10:11:51,2000-12-14 15:57:11,,,,
4041,780226,Giustino,Nitto,Knowledge of international business regulations and practices, Corporate Governance,2022-02-20 00:32:33,2000-06-26 17:25:47,Associate of Education (AEd),2021-03-21 11:14:18,,
4042,445857,Rosa,Angeli,Strong interpersonal skills, Research and Development,2016-01-11 09:17:36,2000-02-23 16:34:53,,,,
4043,52379,Piergiorgio,Foà,Ability to develop and implement diversity and inclusion initiatives, Research and Development,2016-12-01 13:23:33,1998-12-29 05:49:51,,,,
4044,489749,Tina,Trevisani,Experience with risk assessment and management, Corporate Social Responsibility,2023-06-05 10:58:02,2002-03-17 01:18:13,Master of Arts (MA),2022-10-25 03:04:25,,
4045,924710,Giancarlo,Brunelleschi,Experience with supply chain optimization and logistics, Manufacturing Engineering,2022-07-09 16:18:53,2002-01-26 12:30:23,Certificate in Human Resources Management,2022-12-15 14:34:46,,
4046,410984,Toni,Iannuzzi,Adaptability and flexibility, Corporate Communications,2021-12-18 22:21:16,1993-09-16 08:16:52,Associate of Applied Science (AAS),2014-09-20 15:03:41,,
4047,335760,Tullio,Taccola,Strong understanding of change control and configuration management, Talent Acquisition,2022-11-14 05:29:32,1993-10-18 10:43:51,,,,
4048,576120,Imelda,Mastroianni,Ability to develop and implement diversity and inclusion initiatives, Internal Audit,2018-06-15 19:08:53,1998-01-08 23:38:53,,,,
4049,488341,Giustino,Loredan,Ability to interpret and analyze financial statements, Network Operations,2023-02-04 09:08:07,2000-10-31 18:04:14,,,,
4050,200941,Pomponio,Bonatti,Ability to manage product launches and releases, Corporate Governance,2021-01-26 14:22:02,1998-04-07 21:44:14,,,,
4051,126646,Lucio,Cavanna,Experience with product lifecycle management, Software Engineering,2015-07-24 21:14:01,1998-10-22 23:03:02,,,,
4052,832985,Lorenzo,Milanesi,Ability to work in a fast-paced environment, Corporate Strategy,2018-08-24 06:30:03,1996-02-11 03:16:41,Bachelor of Education (BEd),2021-04-21 06:12:36,,
4053,207362,Giovanni,Foscari,Ability to develop and implement marketing campaigns, Corporate Governance,2018-08-24 19:28:26,1995-02-23 20:23:51,Master of Business Administration (MBA),2023-04-10 19:35:13,,
4054,391671,Bartolomeo,Pizziol,Master's degree or higher, Change Management,2021-05-01 11:38:24,1998-03-06 15:54:49,Diploma in Early Childhood Education,2022-08-01 16:41:58,,
4055,309685,Priscilla,Guidotti,Strong understanding of inventory management principles, Human Resources,2022-04-21 19:20:42,1999-09-21 17:58:16,,,,
4056,727666,Salvatore,Tosi,Ability to identify and mitigate risks, Tax,2018-05-17 14:55:34,1996-06-01 06:25:40,Certificate in Culinary Arts,2016-09-24 20:25:55,,
4057,374168,Allegra,Barillaro,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Marketing,2021-10-25 15:30:11,2002-04-28 20:56:42,Doctor of Dental Surgery (DDS),2022-06-07 11:14:58,,
4058,801836,Ninetta,Gremese,Ability to work under pressure, Customer Service,2015-01-27 15:32:26,1994-07-21 18:42:13,,,,
4059,974043,Simone,Foletti,Ability to develop and implement sustainability initiatives, Research and Development,2015-04-26 10:51:21,1995-02-27 03:50:55,Doctor of Law (JD),2019-10-31 14:13:33,,
4060,954164,Fiorino,Lollobrigida,Strong understanding of organizational development principles, Employee Relations,2016-06-25 06:38:20,2001-04-17 15:58:44,Associate of Social Work (ASW),2023-06-13 09:20:11,,
4061,901242,Valeria,Smirnoff,Experience with e-commerce platforms and technologies, Software Engineering,2020-06-23 20:45:22,1993-08-04 15:41:07,Bachelor of Nursing (BN),2020-10-03 10:30:23,,
